x_mean,y_mean,x_var,y_var,x_skew,y_skew,x_kurt,y_kurt,v_x_mean,v_y_mean,v_x_var,v_y_var,v_x_skew,v_y_skew,v_x_kurt,v_y_kurt,PeakFrequency
11.899630749348608,10.069560906115052,1.9727819223957426,0.7360982963873898,0.15643118317383903,0.15019146197386776,-1.3754080930465564,-1.3779069142248057,0.49271330617179093,0.3013016674412064,8.05463616295825e-05,5.809643370120908e-05,-0.0005724053305043505,0.028007224796440147,-1.4198965587618915,-1.4218263199030634,0.2
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
15.65636668903389,8.842693174465998,17.692587446890286,15.165300985258963,0.15680225869632958,0.16337110033790428,-1.3732264505183684,-1.3716152793922594,0.8200628106529546,0.7573406933564375,0.000258844963011244,6.807936960690174e-05,0.41252445812004024,0.24025330644592105,-1.2757239026925253,-1.3880152582280973,0.19
